tab 	magic_measurements
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_csd	measurement_dec	measurement_description	measurement_flag	measurement_inc	measurement_magn_moment	measurement_number	measurement_positions	measurement_sd_x	measurement_sd_y	measurement_sd_z	measurement_standard	measurement_temp	treatment_ac_field	treatment_dc_field	treatment_temp
This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-03-18 10:45:24	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.8	284.5		g	-49.4	6.07e-07	22	1	7.61e-10	1.96e-10	8.33e-11	u	273	0	0	843.0
This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-03-31 20:12:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.0	286.3		g	-48.3	5.84e-07	23	1	4.73e-10	2.18e-10	1.10e-10	u	273	0	0	846.0
This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-04-08 11:37:53	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.1	282.9		g	-48.4	5.73e-07	24	1	2.49e-10	1.28e-10	8.11e-11	u	273	0	0	849.0
This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-04-14 13:14:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	285.0		g	-48.0	5.39e-07	25	1	3.60e-10	2.01e-10	4.75e-11	u	273	0	0	852.0
This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-04-21 11:41:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	285.7		g	-48.5	5.31e-07	26	1	5.18e-10	1.93e-10	9.08e-11	u	273	0	0	855.0
This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-04-28 12:35:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.6	285.4		g	-49.0	5.27e-07	27	1	5.65e-10	2.26e-10	1.18e-10	u	273	0	0	858.0
This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-05-05 11:56:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	285.1		g	-48.9	4.97e-07	28	1	4.52e-10	2.26e-10	1.28e-10	u	273	0	0	863.0
This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-05-11 12:05:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.5	281.2		g	-49.2	4.39e-07	29	1	4.80e-10	1.51e-10	1.00e-10	u	273	0	0	883.0
This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-05-19 13:27:18	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.8	280.9		g	-48.6	4.51e-07	30	1	5.43e-10	1.52e-10	9.72e-11	u	273	0	0	903.0
This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-05-22 15:33:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	274.7		g	-46.5	3.86e-07	31	1	1.87e-10	1.21e-10	9.95e-11	u	273	0	0	923.0
This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-05-27 14:16:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.5	276.8		g	-50.1	3.43e-07	32	1	3.78e-10	8.88e-11	8.15e-11	u	273	0	0	933.0
This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-05-30 15:05:57	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	273.5		g	-50.1	2.65e-07	33	1	1.94e-10	7.53e-11	8.74e-11	u	273	0	0	943.0
This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-06-08 11:29:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.8	239.1		g	-46.7	1.25e-07	34	1	1.45e-10	4.48e-11	5.85e-11	u	273	0	0	948.0
This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-06-10 12:20:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	6.9	297.6		g	08.4	1.32e-08	35	1	1.73e-11	2.73e-11	4.25e-11	u	273	0	0	953.0
This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-06-15 10:51:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	214.1		g	-01.3	1.24e-07	36	1	9.61e-11	1.09e-10	4.06e-11	u	273	0	0	958.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2015-10-01 15:27:25	LT-NO:LP-DIR-T	pmagpy-3.4.0	1.7	016.3		g	-52.3	1.11e-06	1	1	7.24e-10	4.14e-10	2.96e-10	u	273	0	0	273
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2015-10-14 15:58:17	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	2.8	015.3		g	-52.0	1.08e-06	2	1	1.07e-09	8.17e-10	5.11e-10	u	273	0	0	77
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2015-10-22 19:43:41	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.8	016.0		g	-53.7	1.06e-06	3	1	1.14e-09	3.88e-10	6.81e-10	u	273	0	0	348.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2015-11-04 17:17:31	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	016.4		g	-54.1	1.11e-06	4	1	6.24e-10	1.10e-09	7.78e-11	u	273	0	0	373.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2015-11-11 15:25:12	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	012.6		g	-55.5	1.17e-06	5	1	2.98e-10	9.60e-10	1.13e-10	u	273	0	0	423.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2015-12-02 16:01:25	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	013.0		g	-56.1	1.17e-06	6	1	6.61e-10	1.10e-09	1.61e-10	u	273	0	0	473.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2015-12-10 19:12:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	010.9		g	-57.3	1.16e-06	7	1	4.18e-10	8.79e-10	8.48e-11	u	273	0	0	523.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-01-07 13:08:34	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.7	012.7		g	-58.4	1.12e-06	8	1	4.77e-10	1.29e-09	1.58e-10	u	273	0	0	573.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-01-11 13:17:07	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.6	013.9		g	-59.4	1.04e-06	9	1	7.52e-10	1.55e-09	1.51e-10	u	273	0	0	623.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-01-13 11:56:43	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.6	019.2		g	-61.2	9.05e-07	10	1	7.99e-10	1.27e-09	1.33e-10	u	273	0	0	673.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-01-20 14:00:11	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	018.6		g	-61.9	8.63e-07	11	1	4.46e-10	4.80e-10	8.53e-11	u	273	0	0	698.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-01-22 12:38:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.4	021.5		g	-62.7	8.02e-07	12	1	7.31e-10	1.04e-09	1.16e-10	u	273	0	0	723.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-02-03 13:33:45	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	023.9		g	-63.3	7.60e-07	13	1	2.98e-10	7.13e-10	1.80e-10	u	273	0	0	748.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-02-05 11:01:22	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.7	025.5		g	-64.0	7.11e-07	14	1	4.05e-10	7.84e-10	6.59e-11	u	273	0	0	773.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-02-11 14:03:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	028.6		g	-62.8	6.53e-07	15	1	3.33e-10	5.81e-10	9.54e-11	u	273	0	0	788.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-02-19 12:20:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	023.7		g	-64.1	6.23e-07	16	1	2.52e-10	2.93e-10	9.46e-11	u	273	0	0	803.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-02-22 11:20:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	027.2		g	-63.9	5.04e-07	17	1	2.12e-10	2.50e-10	6.07e-11	u	273	0	0	818.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-02-26 10:57:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.2	028.2		g	-62.8	5.00e-07	18	1	4.06e-10	6.17e-10	1.04e-10	u	273	0	0	823.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-02-29 10:52:01	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	032.4		g	-61.5	2.70e-07	19	1	1.24e-10	1.69e-10	4.05e-11	u	273	0	0	828.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-03-03 14:44:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.9	027.5		g	-57.8	2.59e-07	20	1	2.56e-10	3.89e-10	2.84e-11	u	273	0	0	833.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-03-10 13:54:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	031.7		g	-58.2	2.22e-07	21	1	1.38e-10	1.99e-10	4.51e-11	u	273	0	0	838.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-03-18 10:28:53	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	041.9		g	-48.5	1.58e-07	22	1	7.37e-11	9.59e-11	4.17e-11	u	273	0	0	843.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-03-31 19:55:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	042.6		g	-47.2	1.40e-07	23	1	8.00e-11	8.33e-11	2.82e-11	u	273	0	0	846.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-04-08 11:22:08	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	048.8		g	-23.0	7.75e-08	24	1	3.37e-11	4.68e-11	2.22e-11	u	273	0	0	849.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-04-14 12:58:27	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	055.3		g	09.3	7.91e-08	25	1	8.68e-11	4.65e-11	2.31e-11	u	273	0	0	852.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-04-21 11:24:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.9	052.2		g	03.3	7.64e-08	26	1	1.15e-10	7.56e-11	2.97e-11	u	273	0	0	855.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-04-28 12:18:34	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.5	056.4		g	11.5	7.75e-08	27	1	1.65e-10	4.34e-11	3.60e-11	u	273	0	0	858.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-05-05 11:41:38	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.3	048.7		g	02.9	7.03e-08	28	1	9.96e-11	5.86e-11	3.87e-11	u	273	0	0	863.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-05-11 11:50:28	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.5	069.3		g	21.4	6.26e-08	29	1	7.04e-11	3.18e-11	3.78e-11	u	273	0	0	883.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-05-19 13:11:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.6	052.1		g	19.5	5.54e-08	30	1	1.23e-10	4.10e-11	4.19e-11	u	273	0	0	903.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-05-22 15:16:37	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.8	093.0		g	56.2	5.12e-08	31	1	4.02e-11	4.19e-11	5.60e-11	u	273	0	0	923.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-05-27 14:02:32	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.4	070.0		g	39.6	6.04e-08	32	1	5.04e-11	6.21e-11	6.18e-11	u	273	0	0	933.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-05-30 14:48:56	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	4.0	080.2		g	-04.1	3.72e-08	33	1	4.98e-11	5.04e-11	3.44e-11	u	273	0	0	943.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-06-08 11:13:48	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.9	085.0		g	15.4	2.42e-08	34	1	2.70e-11	2.21e-11	2.38e-11	u	273	0	0	948.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-06-10 12:04:35	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.1	019.5		g	-19.4	4.74e-08	35	1	4.61e-11	4.12e-11	4.03e-11	u	273	0	0	953.0
This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-06-15 10:35:24	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.9	195.2		g	-28.3	3.81e-08	36	1	4.50e-11	5.74e-11	1.28e-11	u	273	0	0	958.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2015-10-01 15:29:02	LT-NO:LP-DIR-T	pmagpy-3.4.0	2.0	223.9		g	-30.4	1.62e-06	1	1	1.56e-09	5.04e-10	6.47e-10	u	273	0	0	273
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2015-10-14 15:59:54	LT-LT-Z:LP-DIR-T	pmagpy-3.4.0	3.0	226.3		g	-33.0	1.47e-06	2	1	1.05e-09	1.30e-09	1.38e-09	u	273	0	0	77
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2015-10-22 19:45:14	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	3.2	225.9		g	-33.7	1.54e-06	3	1	1.64e-09	9.20e-10	1.50e-09	u	273	0	0	348.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2015-11-04 17:19:03	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	225.8		g	-40.7	1.45e-06	4	1	9.05e-10	1.12e-09	7.90e-10	u	273	0	0	373.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2015-11-11 15:26:51	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.2	232.0		g	-50.6	1.28e-06	5	1	9.81e-10	1.05e-09	2.87e-10	u	273	0	0	423.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2015-12-02 16:03:02	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.4	238.4		g	-57.8	1.18e-06	6	1	3.61e-10	1.11e-09	6.95e-10	u	273	0	0	473.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2015-12-10 19:14:20	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	240.2		g	-64.3	1.11e-06	7	1	4.60e-10	5.89e-10	4.22e-10	u	273	0	0	523.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-01-07 13:10:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.1	244.8		g	-68.2	1.05e-06	8	1	6.18e-10	8.26e-10	3.32e-10	u	273	0	0	573.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-01-11 13:18:42	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.3	249.9		g	-70.5	9.74e-07	9	1	6.84e-10	7.36e-10	2.90e-10	u	273	0	0	623.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-01-13 11:58:15	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.0	253.2		g	-72.7	8.25e-07	10	1	5.23e-10	5.49e-10	2.07e-10	u	273	0	0	673.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-01-20 14:01:39	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	253.7		g	-72.7	7.75e-07	11	1	2.86e-10	4.33e-10	2.85e-10	u	273	0	0	698.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-01-22 12:40:23	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.6	255.8		g	-72.6	6.80e-07	12	1	2.67e-10	4.00e-10	2.66e-10	u	273	0	0	723.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-02-03 13:35:21	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	2.0	259.0		g	-73.9	6.11e-07	13	1	3.99e-10	3.30e-10	2.92e-10	u	273	0	0	748.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-02-05 11:02:54	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	267.0		g	-74.4	5.39e-07	14	1	1.46e-10	2.73e-10	3.16e-10	u	273	0	0	773.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-02-11 14:05:18	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	287.0		g	-78.3	5.04e-07	15	1	2.14e-10	1.83e-10	1.32e-10	u	273	0	0	788.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-02-19 12:22:31	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.3	300.6		g	-76.5	4.58e-07	16	1	1.70e-10	1.92e-10	1.29e-10	u	273	0	0	803.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-02-22 11:22:10	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.5	297.3		g	-80.9	3.57e-07	17	1	1.41e-10	1.60e-10	3.40e-10	u	273	0	0	818.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-02-26 10:58:46	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.2	305.7		g	-81.9	3.59e-07	18	1	1.33e-10	1.38e-10	7.06e-11	u	273	0	0	823.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-02-29 10:53:29	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	332.2		g	-83.9	2.32e-07	19	1	1.54e-10	9.25e-11	6.43e-11	u	273	0	0	828.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-03-03 14:45:59	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.9	305.4		g	-82.8	2.28e-07	20	1	1.73e-10	9.88e-11	5.70e-11	u	273	0	0	833.0
This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-03-10 13:55:54	LT-T-Z:LP-DIR-T	pmagpy-3.4.0	1.7	323.9		g	-80.9	2.27e-07	21	1	1.35e-10	1.06e-10	5.98e-11	u	273	0	0	838.0
